Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 120756 facts in 0.96 s using 180 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  http://dbpedia.org/ontology/musicSubgenre  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.061111111	0.124528302	0.145054945	66	530	455	?a
?a  http://dbpedia.org/ontology/derivative  ?f  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.037037037	0.183486239	0.188679245	40	218	212	?a
?a  http://dbpedia.org/ontology/musicSubgenre  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.083333333	0.169811321	0.178217822	90	530	505	?a
?f  http://dbpedia.org/ontology/stylisticOrigin  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.036111111	0.136363636	0.170305677	39	286	229	?a
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.103703704	0.146788991	0.14973262	112	763	748	?a
?b  http://dbpedia.org/ontology/musicSubgenre  ?f  ?a  http://dbpedia.org/ontology/stylisticOrigin  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.087962963	0.212053571	0.212053571	95	448	448	?a
?a  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.164814815	0.140267928	0.145306122	178	1269	1225	?a
?a  http://dbpedia.org/ontology/instrument  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.022222222	0.113744076	0.12244898	24	211	196	?a
?a  http://dbpedia.org/ontology/genre  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.017592593	0.001978548	0.116564417	19	9603	163	?a
?e  http://dbpedia.org/ontology/derivative  ?a  ?e  http://dbpedia.org/ontology/derivative  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.09537037	0.098095238	0.103	103	1050	1000	?a
?f  http://dbpedia.org/ontology/stylisticOrigin  ?b  ?a  http://dbpedia.org/ontology/stylisticOrigin  ?f   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.358333333	0.123248408	0.123248408	387	3140	3140	?a
?e  http://dbpedia.org/ontology/stylisticOrigin  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.037962963	0.126934985	0.158301158	41	323	259	?a
?e  http://dbpedia.org/ontology/musicSubgenre  ?a  ?e  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.110185185	0.166666667	0.178410795	119	714	667	?a
?e  http://dbpedia.org/ontology/instrument  ?a  ?e  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.021296296	0.011528822	0.134502924	23	1995	171	?a
?a  http://dbpedia.org/ontology/creator  ?b  ?a  http://dbpedia.org/ontology/executiveProducer  ?b   => ?a  http://dbpedia.org/ontology/voice  ?b	0.028301887	0.066666667	1	3	45	3	?b
?e  http://dbpedia.org/ontology/derivative  ?a  ?e  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.172222222	0.162872154	0.174157303	186	1142	1068	?a
?b  http://dbpedia.org/ontology/knownFor  ?f  ?a  http://dbpedia.org/ontology/series  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	1	1	2	2	2	?b
?f  http://dbpedia.org/ontology/voice  ?a  ?b  http://dbpedia.org/ontology/voice  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.028301887	0.333333333	0.333333333	3	9	9	?b
?e  http://dbpedia.org/ontology/genre  ?b  ?e  http://dbpedia.org/ontology/occupation  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.010185185	0.012074643	0.174603175	11	911	63	?a
?e  http://dbpedia.org/ontology/genre  ?a  ?e  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.02037037	0.115789474	0.146666667	22	190	150	?a
?a  http://dbpedia.org/ontology/voice  ?f  ?b  http://dbpedia.org/ontology/voice  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.028301887	0.030927835	0.333333333	3	97	9	?b
?e  http://dbpedia.org/ontology/stylisticOrigin  ?a  ?e  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.263888889	0.091905837	0.109111792	285	3101	2612	?a
?e  http://dbpedia.org/ontology/genre  ?b  ?e  http://dbpedia.org/ontology/recordLabel  ?a   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.02037037	0.006845053	0.126436782	22	3214	174	?a
?a  http://dbpedia.org/ontology/creator  ?f  ?b  http://dbpedia.org/ontology/creator  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.009852217	1	2	203	2	?b
?a  http://dbpedia.org/ontology/network  ?f  ?b  http://dbpedia.org/ontology/network  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.000630915	0.285714286	2	3170	7	?b
?f  http://dbpedia.org/ontology/creator  ?b  ?a  http://dbpedia.org/ontology/related  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.1	0.666666667	2	20	3	?b
?f  http://dbpedia.org/ontology/voice  ?b  ?a  http://dbpedia.org/ontology/voice  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.08490566	1	1	9	9	9	?b
?a  http://dbpedia.org/ontology/previousWork  ?f  ?f  http://dbpedia.org/ontology/starring  ?b   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.090909091	0.5	2	22	4	?b
?e  http://dbpedia.org/ontology/creator  ?b  ?e  http://dbpedia.org/ontology/related  ?a   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.076923077	0.666666667	2	26	3	?b
?e  http://dbpedia.org/ontology/musicFusionGenre  ?a  ?e  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/stylisticOrigin  ?b	0.100925926	0.136762861	0.144179894	109	797	756	?a
?a  http://dbpedia.org/ontology/numberOfEpisodes  ?f  ?b  http://dbpedia.org/ontology/numberOfEpisodes  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.003649635	0.666666667	2	548	3	?b
?a  http://dbpedia.org/ontology/releaseDate  ?f  ?b  http://dbpedia.org/ontology/releaseDate  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.004962779	1	2	403	2	?b
?a  http://dbpedia.org/ontology/related  ?f  ?f  http://dbpedia.org/ontology/voice  ?b   => ?a  http://dbpedia.org/ontology/voice  ?b	0.037735849	0.153846154	0.153846154	4	26	26	?b
?a  http://dbpedia.org/ontology/company  ?f  ?f  http://dbpedia.org/ontology/voice  ?b   => ?a  http://dbpedia.org/ontology/voice  ?b	0.037735849	0.5	0.5	4	8	8	?b
?b  http://dbpedia.org/ontology/associatedBand  ?a  ?a  http://dbpedia.org/ontology/hometown  ?b   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.010362694	1	1	2	2	2	?b
?e  http://dbpedia.org/ontology/related  ?a  ?e  http://dbpedia.org/ontology/voice  ?b   => ?a  http://dbpedia.org/ontology/voice  ?b	0.037735849	0.117647059	0.117647059	4	34	34	?b
?b  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?a  http://dbpedia.org/ontology/hometown  ?b   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.010362694	1	1	2	2	2	?b
?b  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?b  http://dbpedia.org/ontology/instrument  ?a   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.056994819	0.15942029	0.314285714	11	69	35	?b
?b  http://dbpedia.org/ontology/associatedBand  ?a  ?b  http://dbpedia.org/ontology/instrument  ?a   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.046632124	0.132352941	0.28125	9	68	32	?b
?b  http://dbpedia.org/ontology/associatedBand  ?f  ?a  http://dbpedia.org/ontology/formerBandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.062176166	0.045627376	0.206896552	12	263	58	?b
?a  http://dbpedia.org/ontology/formerBandMember  ?f  ?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.015544041	0.2	0.6	3	15	5	?b
?a  http://dbpedia.org/ontology/runtime  ?f  ?b  http://dbpedia.org/ontology/runtime  ?f   => ?a  http://dbpedia.org/ontology/voice  ?b	0.018867925	0.00003997	0.5	2	50038	4	?b
?f  http://dbpedia.org/ontology/formerBandMember  ?a  ?b  http://dbpedia.org/ontology/formerBandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.046632124	0.642857143	0.9	9	14	10	?b
?f  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?b  http://dbpedia.org/ontology/bandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.010362694	0.007751938	0.666666667	2	258	3	?b
?f  http://dbpedia.org/ontology/associatedBand  ?a  ?b  http://dbpedia.org/ontology/bandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.010362694	0.007434944	0.666666667	2	269	3	?b
?a  http://dbpedia.org/ontology/bandMember  ?f  ?b  http://dbpedia.org/ontology/bandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.010362694	0.015267176	0.666666667	2	131	3	?b
?f  http://dbpedia.org/ontology/formerBandMember  ?b  ?a  http://dbpedia.org/ontology/formerBandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.051813472	0.714285714	0.714285714	10	14	14	?b
?a  http://dbpedia.org/ontology/formerBandMember  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.015544041	0.125	0.5	3	24	6	?b
?a  http://dbpedia.org/ontology/formerBandMember  ?f  ?b  http://dbpedia.org/ontology/formerBandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.046632124	0.039130435	0.6	9	230	15	?b
?f  http://dbpedia.org/ontology/associatedMusicalArtist  ?b  ?a  http://dbpedia.org/ontology/formerBandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.067357513	0.035519126	0.240740741	13	366	54	?b
?f  http://dbpedia.org/ontology/associatedBand  ?b  ?a  http://dbpedia.org/ontology/bandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.031088083	0.022304833	0.139534884	6	269	43	?b
?a  http://dbpedia.org/ontology/associatedMusicalArtist  ?f  ?f  http://dbpedia.org/ontology/bandMember  ?b   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.07253886	0.042813456	0.102941176	14	327	136	?b
?b  http://dbpedia.org/ontology/associatedMusicalArtist  ?f  ?a  http://dbpedia.org/ontology/formerBandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.056994819	0.041509434	0.169230769	11	265	65	?b
?f  http://dbpedia.org/ontology/associatedBand  ?b  ?a  http://dbpedia.org/ontology/formerBandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.067357513	0.031476998	0.254901961	13	413	51	?b
?f  http://dbpedia.org/ontology/formerBandMember  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.010362694	0.1	0.1	2	20	20	?b
?f  http://dbpedia.org/ontology/formerBandMember  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.015544041	0.2	0.2	3	15	15	?b
?f  http://dbpedia.org/ontology/associatedMusicalArtist  ?b  ?a  http://dbpedia.org/ontology/bandMember  ?f   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.025906736	0.019379845	0.106382979	5	258	47	?b
?b  http://dbpedia.org/ontology/stylisticOrigin  ?a  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.021459227	0.3125	0.384615385	5	16	13	?b
?e  http://dbpedia.org/ontology/formerBandMember  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.015544041	0.12	0.12	3	25	25	?b
?e  http://dbpedia.org/ontology/formerBandMember  ?b  ?e  http://dbpedia.org/ontology/isPartOf  ?a   => ?a  http://dbpedia.org/ontology/formerBandMember  ?b	0.010362694	0.166666667	0.166666667	2	12	12	?b
?f  http://dbpedia.org/ontology/musicFusionGenre  ?a  ?b  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.017167382	0.037735849	0.133333333	4	106	30	?b
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?b  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.107296137	0.066312997	0.187969925	25	377	133	?b
?b  http://dbpedia.org/ontology/instrument  ?a  ?b  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.034334764	0.153846154	0.333333333	8	52	24	?b
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?b  http://dbpedia.org/ontology/stylisticOrigin  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.188841202	0.094623656	0.186440678	44	465	236	?b
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?b  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.0472103	0.097345133	0.215686275	11	113	51	?b
?b  http://dbpedia.org/ontology/musicSubgenre  ?f  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.012875536	0.053571429	0.214285714	3	56	14	?b
?b  http://dbpedia.org/ontology/derivative  ?f  ?a  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.081545064	0.075396825	0.223529412	19	252	85	?b
?f  http://dbpedia.org/ontology/stylisticOrigin  ?a  ?b  http://www.w3.org/2002/07/owl%23differentFrom  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.012875536	0.042857143	0.15	3	70	20	?b
?b  http://dbpedia.org/ontology/derivative  ?f  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.017167382	0.034782609	0.117647059	4	115	34	?b
?b  http://dbpedia.org/ontology/derivative  ?f  ?a  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.025751073	0.027522936	0.115384615	6	218	52	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.034334764	0.057142857	0.111111111	8	140	72	?b
?f  http://dbpedia.org/ontology/derivative  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.025751073	0.039215686	0.107142857	6	153	56	?b
?f  http://dbpedia.org/ontology/musicFusionGenre  ?b  ?a  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.124463519	0.273584906	0.273584906	29	106	106	?b
?f  http://dbpedia.org/ontology/stylisticOrigin  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.038626609	0.031468531	0.116883117	9	286	77	?b
?f  http://dbpedia.org/ontology/derivative  ?b  ?a  http://dbpedia.org/ontology/musicFusionGenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.077253219	0.109090909	0.21686747	18	165	83	?b
?a  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/genre  ?b   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.012875536	0.063829787	0.25	3	47	12	?b
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?f  http://dbpedia.org/ontology/musicSubgenre  ?b   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.060085837	0.145833333	0.28	14	96	50	?b
?a  http://dbpedia.org/ontology/musicSubgenre  ?f  ?b  http://dbpedia.org/ontology/stylisticOrigin  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.13304721	0.069196429	0.155778894	31	448	199	?b
?f  http://dbpedia.org/ontology/musicFusionGenre  ?b  ?a  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.098712446	0.182539683	0.182539683	23	126	126	?b
?a  http://dbpedia.org/ontology/musicFusionGenre  ?f  ?f  http://dbpedia.org/ontology/stylisticOrigin  ?b   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.167381974	0.051114024	0.144444444	39	763	270	?b
?f  http://dbpedia.org/ontology/derivative  ?b  ?a  http://dbpedia.org/ontology/musicSubgenre  ?f   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.064377682	0.081967213	0.180722892	15	183	83	?b
?e  http://dbpedia.org/ontology/musicSubgenre  ?b  ?e  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.120171674	0.039215686	0.115226337	28	714	243	?b
?a  http://dbpedia.org/ontology/formerBandMember  ?f  ?f  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.049822064	0.285714286	0.331081081	98	343	296	?a
?a  http://dbpedia.org/ontology/associatedMusicalArtist  ?f  ?f  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.177427555	0.123890664	0.146392617	349	2817	2384	?a
?f  http://dbpedia.org/ontology/recordLabel  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?f   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.011184545	0.271604938	0.271604938	22	81	81	?a
?a  http://dbpedia.org/ontology/bandMember  ?f  ?f  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.032536858	0.296296296	0.365714286	64	216	175	?a
?a  http://dbpedia.org/ontology/derivative  ?f  ?f  http://dbpedia.org/ontology/musicSubgenre  ?b   => ?a  http://dbpedia.org/ontology/musicFusionGenre  ?b	0.042918455	0.036900369	0.105263158	10	271	95	?b
?f  http://dbpedia.org/ontology/distributingLabel  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?f   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.080833757	0.10311284	0.10311284	159	1542	1542	?a
?e  http://dbpedia.org/ontology/bandMember  ?a  ?e  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.033553635	0.2578125	0.4125	66	256	160	?a
?a  http://dbpedia.org/ontology/instrument  ?f  ?f  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.015760041	0.159793814	0.168478261	31	194	184	?a
?e  http://dbpedia.org/ontology/formerBandMember  ?a  ?e  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.056431113	0.274074074	0.388111888	111	405	286	?a
?f  http://dbpedia.org/ontology/distributingCompany  ?b  ?a  http://dbpedia.org/ontology/recordLabel  ?f   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.081342145	0.112044818	0.112044818	160	1428	1428	?a
?e  http://dbpedia.org/ontology/instrument  ?a  ?e  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.015760041	0.023273273	0.187878788	31	1332	165	?a
?f  http://dbpedia.org/ontology/education  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/education  ?b	0.015503876	1	1	2	2	2	?a
?e  http://dbpedia.org/ontology/education  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/education  ?b	0.015503876	0.4	1	2	5	2	?a
?f  http://dbpedia.org/ontology/formationYear  ?b  ?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?f   => ?a  http://dbpedia.org/ontology/formationYear  ?b	0.024539877	0.105263158	1	4	38	4	?a
?e  http://dbpedia.org/ontology/formationYear  ?b  ?e  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/formationYear  ?b	0.024539877	0.16	1	4	25	4	?a
?b  http://dbpedia.org/ontology/city  ?f  ?a  http://dbpedia.org/ontology/hometown  ?f   => ?a  http://dbpedia.org/ontology/education  ?b	0.023255814	0.001459854	0.1875	3	2055	16	?a
?a  http://dbpedia.org/ontology/education  ?f  ?f  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/education  ?b	0.062015504	0.222222222	0.222222222	8	36	36	?a
?a  http://dbpedia.org/ontology/almaMater  ?f  ?f  http://dbpedia.org/ontology/city  ?b   => ?a  http://dbpedia.org/ontology/education  ?b	0.015503876	0.003913894	0.111111111	2	511	18	?a
?b  http://dbpedia.org/ontology/district  ?a  ?a  http://dbpedia.org/ontology/largestCity  ?b   => ?a  http://dbpedia.org/ontology/countySeat  ?b	0.01369863	0.666666667	1	2	3	2	?b
?e  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?e  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.161667514	0.101435407	0.151500715	318	3135	2099	?a
?e  http://dbpedia.org/ontology/associatedBand  ?a  ?e  http://dbpedia.org/ontology/recordLabel  ?b   => ?a  http://dbpedia.org/ontology/recordLabel  ?b	0.158617184	0.095092959	0.151382824	312	3281	2061	?a
